,Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime,path,date_str,datetime,timestamp
1966,Mon 05:41:51 AM,44.0603,19.0508,↖ 322°,457.0,526.0,"40,000",,FlightAware ADS-B (LDOB),Arrivals,SVA215,2025-03-24 13:04:30,"44.0603, 19.0508",2025-03-24,2025-03-24 05:41:51,1742794911000
1967,Mon 05:42:22 AM,44.1098,18.9969,↖ 322°,457.0,526.0,"39,975",-25,FlightAware ADS-B (TSR / LRTR),Arrivals,SVA215,2025-03-24 13:04:30,"44.1098, 18.9969",2025-03-24,2025-03-24 05:42:22,1742794942000
1968,Mon 05:42:52 AM,44.1623,18.9395,↖ 322°,460.0,529.0,"39,975",,FlightAware ADS-B (BEG / LYBE),Arrivals,SVA215,2025-03-24 13:04:30,"44.1623, 18.9395",2025-03-24,2025-03-24 05:42:52,1742794972000
1969,Mon 05:43:22 AM,44.2101,18.8882,↖ 322°,463.0,533.0,"39,975",25,FlightAware ADS-B (LHUD),Arrivals,SVA215,2025-03-24 13:04:30,"44.2101, 18.8882",2025-03-24,2025-03-24 05:43:22,1742795002000
1970,Mon 05:43:52 AM,44.2619,18.8315,↖ 322°,459.0,528.0,"40,000",,FlightAware ADS-B (LDOB),Arrivals,SVA215,2025-03-24 13:04:30,"44.2619, 18.8315",2025-03-24,2025-03-24 05:43:52,1742795032000
1971,Mon 05:44:22 AM,44.3124,18.7754,↖ 321°,456.0,525.0,"39,975",,FlightAware ADS-B (LDOB),Arrivals,SVA215,2025-03-24 13:04:30,"44.3124, 18.7754",2025-03-24,2025-03-24 05:44:22,1742795062000
1972,Mon 05:44:52 AM,44.3605,18.7226,↖ 322°,460.0,529.0,"40,000",,FlightAware ADS-B (LDOR),Arrivals,SVA215,2025-03-24 13:04:30,"44.3605, 18.7226",2025-03-24,2025-03-24 05:44:52,1742795092000
1973,Mon 05:45:22 AM,44.4116,18.6664,↖ 322°,464.0,534.0,"39,975",,FlightAware ADS-B (BEG / LYBE),Arrivals,SVA215,2025-03-24 13:04:30,"44.4116, 18.6664",2025-03-24,2025-03-24 05:45:22,1742795122000
1974,Mon 05:45:53 AM,44.4632,18.6093,↖ 322°,470.0,541.0,"40,000",25,FlightAware ADS-B (LDOR),Arrivals,SVA215,2025-03-24 13:04:30,"44.4632, 18.6093",2025-03-24,2025-03-24 05:45:53,1742795153000
1975,Mon 05:46:23 AM,44.5146,18.5525,↖ 322°,471.0,542.0,"40,000",,FlightAware ADS-B (BEG / LYBE),Arrivals,SVA215,2025-03-24 13:04:30,"44.5146, 18.5525",2025-03-24,2025-03-24 05:46:23,1742795183000
1976,Mon 05:46:53 AM,44.5672,18.4943,↖ 322°,471.0,542.0,"40,000",-25,FlightAware ADS-B (SJJ / LQSA),Arrivals,SVA215,2025-03-24 13:04:30,"44.5672, 18.4943",2025-03-24,2025-03-24 05:46:53,1742795213000
1977,Mon 05:47:24 AM,44.6185,18.4374,↖ 322°,468.0,539.0,"39,975",,FlightAware ADS-B (SOB / LHSM),Arrivals,SVA215,2025-03-24 13:04:30,"44.6185, 18.4374",2025-03-24,2025-03-24 05:47:24,1742795244000
1978,Mon 05:47:55 AM,44.6709,18.3787,↖ 321°,470.0,541.0,"40,000",,FlightAware ADS-B (MUC / EDDM),Arrivals,SVA215,2025-03-24 13:04:30,"44.6709, 18.3787",2025-03-24,2025-03-24 05:47:55,1742795275000
1979,Mon 05:48:26 AM,44.7238,18.3198,↖ 322°,471.0,542.0,"39,975",,FlightAware ADS-B (BJY / LYBT),Arrivals,SVA215,2025-03-24 13:04:30,"44.7238, 18.3198",2025-03-24,2025-03-24 05:48:26,1742795306000
1980,Mon 05:48:56 AM,44.7765,18.2608,↖ 321°,472.0,543.0,"40,000",25,FlightAware ADS-B (SJJ / LQSA),Arrivals,SVA215,2025-03-24 13:04:30,"44.7765, 18.2608",2025-03-24,2025-03-24 05:48:56,1742795336000
1981,Mon 05:49:26 AM,44.8251,18.2062,↖ 321°,474.0,545.0,"40,000",,FlightAware ADS-B (BTS / LZIB),Arrivals,SVA215,2025-03-24 13:04:30,"44.8251, 18.2062",2025-03-24,2025-03-24 05:49:26,1742795366000
1982,Mon 05:49:56 AM,44.8779,18.1469,↖ 321°,479.0,551.0,"40,000",,FlightAware ADS-B (LHUD),Arrivals,SVA215,2025-03-24 13:04:30,"44.8779, 18.1469",2025-03-24,2025-03-24 05:49:56,1742795396000
1983,Mon 05:50:26 AM,44.9291,18.0891,↖ 321°,479.0,551.0,"40,000",-25,FlightAware ADS-B (OMR / LROD),Arrivals,SVA215,2025-03-24 13:04:30,"44.9291, 18.0891",2025-03-24,2025-03-24 05:50:26,1742795426000
1984,Mon 05:50:56 AM,44.9827,18.0286,↖ 322°,481.0,554.0,"39,975",-24,FlightAware ADS-B (BTS / LZIB),Arrivals,SVA215,2025-03-24 13:04:30,"44.9827, 18.0286",2025-03-24,2025-03-24 05:50:56,1742795456000
1985,Mon 05:51:28 AM,45.0396,17.9675,↖ 323°,482.0,555.0,"39,975",24,FlightAware ADS-B (PEV / LHPP),Arrivals,SVA215,2025-03-24 13:04:30,"45.0396, 17.9675",2025-03-24,2025-03-24 05:51:28,1742795488000
1986,Mon 05:51:59 AM,45.0917,17.9118,↖ 323°,482.0,555.0,"40,000",,FlightAware ADS-B (LHTL),Arrivals,SVA215,2025-03-24 13:04:30,"45.0917, 17.9118",2025-03-24,2025-03-24 05:51:59,1742795519000
1987,Mon 05:52:29 AM,45.1452,17.8545,↖ 323°,478.0,550.0,"39,975",-25,FlightAware ADS-B (BTS / LZIB),Arrivals,SVA215,2025-03-24 13:04:30,"45.1452, 17.8545",2025-03-24,2025-03-24 05:52:29,1742795549000
1988,Mon 05:52:59 AM,45.199,17.7966,↖ 323°,476.0,548.0,"39,975",25,FlightAware ADS-B (LOGF),Arrivals,SVA215,2025-03-24 13:04:30,"45.199, 17.7966",2025-03-24,2025-03-24 05:52:59,1742795579000
1989,Mon 05:53:29 AM,45.2526,17.7384,↖ 322°,477.0,549.0,"40,000",25,FlightAware ADS-B (LOGF),Arrivals,SVA215,2025-03-24 13:04:30,"45.2526, 17.7384",2025-03-24,2025-03-24 05:53:29,1742795609000
1990,Mon 05:53:59 AM,45.3056,17.6808,↖ 323°,482.0,555.0,"40,000",-25,FlightAware ADS-B (LOGF),Arrivals,SVA215,2025-03-24 13:04:30,"45.3056, 17.6808",2025-03-24,2025-03-24 05:53:59,1742795639000
1991,Mon 05:54:29 AM,45.3557,17.6264,↖ 323°,482.0,555.0,"39,975",,FlightAware ADS-B (BTS / LZIB),Arrivals,SVA215,2025-03-24 13:04:30,"45.3557, 17.6264",2025-03-24,2025-03-24 05:54:29,1742795669000
1992,Mon 05:54:59 AM,45.4079,17.5696,↖ 322°,481.0,554.0,"40,000",25,FlightAware ADS-B (TSR / LRTR),Arrivals,SVA215,2025-03-24 13:04:30,"45.4079, 17.5696",2025-03-24,2025-03-24 05:54:59,1742795699000
1993,Mon 05:55:30 AM,45.4631,17.5093,↖ 322°,482.0,555.0,"40,000",-25,FlightAware ADS-B (BTS / LZIB),Arrivals,SVA215,2025-03-24 13:04:30,"45.4631, 17.5093",2025-03-24,2025-03-24 05:55:30,1742795730000
1994,Mon 05:55:59 AM,45.5147,17.453,↖ 323°,482.0,555.0,"39,975",,FlightAware ADS-B (BUD / LHBP),Arrivals,SVA215,2025-03-24 13:04:30,"45.5147, 17.453",2025-03-24,2025-03-24 05:55:59,1742795759000
1995,Mon 05:56:30 AM,45.5686,17.3938,↖ 322°,481.0,554.0,"40,000",24,FlightAware ADS-B (LJSK),Arrivals,SVA215,2025-03-24 13:04:30,"45.5686, 17.3938",2025-03-24,2025-03-24 05:56:30,1742795790000
1996,Mon 05:57:01 AM,45.6237,17.3331,↖ 322°,485.0,558.0,"40,000",-25,FlightAware ADS-B (BEG / LYBE),Arrivals,SVA215,2025-03-24 13:04:30,"45.6237, 17.3331",2025-03-24,2025-03-24 05:57:01,1742795821000
1997,Mon 05:57:31 AM,45.6772,17.2739,↖ 322°,483.0,556.0,"39,975",-25,FlightAware ADS-B (PRV / LKPO),Arrivals,SVA215,2025-03-24 13:04:30,"45.6772, 17.2739",2025-03-24,2025-03-24 05:57:31,1742795851000
1998,Mon 05:58:01 AM,45.7296,17.2158,↖ 322°,481.0,554.0,"39,975",25,FlightAware ADS-B (GRZ / LOWG),Arrivals,SVA215,2025-03-24 13:04:30,"45.7296, 17.2158",2025-03-24,2025-03-24 05:58:01,1742795881000
1999,Mon 05:58:31 AM,45.7824,17.1574,↖ 322°,480.0,552.0,"40,000",26,FlightAware ADS-B (GRZ / LOWG),Arrivals,SVA215,2025-03-24 13:04:30,"45.7824, 17.1574",2025-03-24,2025-03-24 05:58:31,1742795911000
2000,Mon 05:58:58 AM,45.8294,17.1052,↖ 322°,480.0,552.0,"40,000",-26,FlightAware ADS-B (VIE / LOWW),Arrivals,SVA215,2025-03-24 13:04:30,"45.8294, 17.1052",2025-03-24,2025-03-24 05:58:58,1742795938000
2001,Mon 05:59:28 AM,45.8828,17.0458,↖ 322°,480.0,552.0,"39,975",,FlightAware ADS-B (LIPI),Arrivals,SVA215,2025-03-24 13:04:30,"45.8828, 17.0458",2025-03-24,2025-03-24 05:59:28,1742795968000
2002,Mon 05:59:58 AM,45.9344,16.9883,↖ 322°,477.0,549.0,"40,000",25,FlightAware ADS-B (BEG / LYBE),Arrivals,SVA215,2025-03-24 13:04:30,"45.9344, 16.9883",2025-03-24,2025-03-24 05:59:58,1742795998000
2003,Mon 06:00:28 AM,45.9868,16.9297,↖ 322°,477.0,549.0,"40,000",,FlightAware ADS-B (OLO / LKOL),Arrivals,SVA215,2025-03-24 13:04:30,"45.9868, 16.9297",2025-03-24,2025-03-24 06:00:28,1742796028000
2004,Mon 06:01:12 AM,46.0648,16.8418,↖ 323°,477.0,549.0,"40,000",-20,FlightAware ADS-B (VIE / LOWW),Arrivals,SVA215,2025-03-24 13:04:30,"46.0648, 16.8418",2025-03-24,2025-03-24 06:01:12,1742796072000
2005,Mon 06:01:42 AM,46.1161,16.7841,↖ 323°,477.0,549.0,"39,975",,FlightAware ADS-B (VIE / LOWW),Arrivals,SVA215,2025-03-24 13:04:30,"46.1161, 16.7841",2025-03-24,2025-03-24 06:01:42,1742796102000
2006,Mon 06:02:13 AM,46.1682,16.7252,↖ 322°,478.0,550.0,"40,000",,FlightAware ADS-B (OLO / LKOL),Arrivals,SVA215,2025-03-24 13:04:30,"46.1682, 16.7252",2025-03-24,2025-03-24 06:02:13,1742796133000
2007,Mon 06:02:44 AM,46.2253,16.6608,↖ 323°,475.0,547.0,"39,975",,FlightAware ADS-B (VIE / LOWW),Arrivals,SVA215,2025-03-24 13:04:30,"46.2253, 16.6608",2025-03-24,2025-03-24 06:02:44,1742796164000
2008,Mon 06:03:15 AM,46.2782,16.6009,↖ 322°,474.0,545.0,"40,000",25,FlightAware ADS-B (AOI / LIPY),Arrivals,SVA215,2025-03-24 13:04:30,"46.2782, 16.6009",2025-03-24,2025-03-24 06:03:15,1742796195000
2009,Mon 06:03:45 AM,46.3293,16.5427,↖ 323°,474.0,545.0,"40,000",-25,FlightAware ADS-B (VIE / LOWW),Arrivals,SVA215,2025-03-24 13:04:30,"46.3293, 16.5427",2025-03-24,2025-03-24 06:03:45,1742796225000
2010,Mon 06:04:15 AM,46.3799,16.4849,↖ 322°,476.0,548.0,"39,975",,FlightAware ADS-B (KRK / EPKK),Arrivals,SVA215,2025-03-24 13:04:30,"46.3799, 16.4849",2025-03-24,2025-03-24 06:04:15,1742796255000
2011,Mon 06:04:45 AM,46.4324,16.4248,↖ 322°,480.0,552.0,"40,000",25,FlightAware ADS-B (LHSA),Arrivals,SVA215,2025-03-24 13:04:30,"46.4324, 16.4248",2025-03-24,2025-03-24 06:04:45,1742796285000
2012,Mon 06:05:16 AM,46.488,16.3612,↖ 323°,481.0,554.0,"40,000",,FlightAware ADS-B (VIE / LOWW),Arrivals,SVA215,2025-03-24 13:04:30,"46.488, 16.3612",2025-03-24,2025-03-24 06:05:16,1742796316000
2013,Mon 06:05:46 AM,46.5374,16.3044,↖ 322°,484.0,557.0,"40,000",-25,FlightAware ADS-B (LHUD),Arrivals,SVA215,2025-03-24 13:04:30,"46.5374, 16.3044",2025-03-24,2025-03-24 06:05:46,1742796346000
2014,Mon 06:06:16 AM,46.592,16.2416,↖ 322°,483.0,556.0,"39,975",,FlightAware ADS-B (BTS / LZIB),Arrivals,SVA215,2025-03-24 13:04:30,"46.592, 16.2416",2025-03-24,2025-03-24 06:06:16,1742796376000
2015,Mon 06:06:46 AM,46.6427,16.1831,↖ 322°,483.0,556.0,"40,000",25,FlightAware ADS-B (BLQ / LIPE),Arrivals,SVA215,2025-03-24 13:04:30,"46.6427, 16.1831",2025-03-24,2025-03-24 06:06:46,1742796406000
2016,Mon 06:07:16 AM,46.6945,16.1233,↖ 321°,480.0,552.0,"40,000",-25,FlightAware ADS-B (PRV / LKPO),Arrivals,SVA215,2025-03-24 13:04:30,"46.6945, 16.1233",2025-03-24,2025-03-24 06:07:16,1742796436000
2017,Mon 06:07:46 AM,46.7459,16.0635,↖ 321°,477.0,549.0,"39,975",,FlightAware ADS-B (OLO / LKOL),Arrivals,SVA215,2025-03-24 13:04:30,"46.7459, 16.0635",2025-03-24,2025-03-24 06:07:46,1742796466000
2018,Mon 06:08:16 AM,46.7978,16.0021,↖ 320°,476.0,548.0,"40,000",22,FlightAware ADS-B (LOGK),Arrivals,SVA215,2025-03-24 13:04:30,"46.7978, 16.0021",2025-03-24,2025-03-24 06:08:16,1742796496000
2019,Mon 06:08:53 AM,46.861,15.9205,↖ 318°,477.0,549.0,"40,000",-21,FlightAware ADS-B (GTW / LKZL),Arrivals,SVA215,2025-03-24 13:04:30,"46.861, 15.9205",2025-03-24,2025-03-24 06:08:53,1742796533000
2020,Mon 06:09:29 AM,46.9183,15.8447,↖ 319°,479.0,551.0,"39,975",-23,FlightAware ADS-B (VIE / LOWW),Arrivals,SVA215,2025-03-24 13:04:30,"46.9183, 15.8447",2025-03-24,2025-03-24 06:09:29,1742796569000
2021,Mon 06:09:59 AM,46.9676,15.7795,↖ 318°,483.0,556.0,"39,975",25,FlightAware ADS-B (LKCH),Arrivals,SVA215,2025-03-24 13:04:30,"46.9676, 15.7795",2025-03-24,2025-03-24 06:09:59,1742796599000
2022,Mon 06:10:29 AM,47.0172,15.7127,↖ 316°,483.0,556.0,"40,000",,FlightAware ADS-B (LKCS),Arrivals,SVA215,2025-03-24 13:04:30,"47.0172, 15.7127",2025-03-24,2025-03-24 06:10:29,1742796629000
2023,Mon 06:10:47 AM,47.0436,15.6738,← 314°,483.0,556.0,"39,975",-25,FlightAware ADS-B (GRZ / LOWG),Arrivals,SVA215,2025-03-24 13:04:30,"47.0436, 15.6738",2025-03-24,2025-03-24 06:10:47,1742796647000
2024,Mon 06:11:29 AM,47.1094,15.5748,← 314°,484.0,557.0,"39,975",21,FlightAware ADS-B (BRQ / LKTB),Arrivals,SVA215,2025-03-24 13:04:30,"47.1094, 15.5748",2025-03-24,2025-03-24 06:11:29,1742796689000
2025,Mon 06:11:59 AM,47.1573,15.5029,← 315°,487.0,560.0,"40,000",,FlightAware ADS-B (BRQ / LKTB),Arrivals,SVA215,2025-03-24 13:04:30,"47.1573, 15.5029",2025-03-24,2025-03-24 06:11:59,1742796719000
2026,Mon 06:12:38 AM,47.2204,15.4092,← 315°,489.0,563.0,"39,975",,FlightAware ADS-B (LOGK),Arrivals,SVA215,2025-03-24 13:04:30,"47.2204, 15.4092",2025-03-24,2025-03-24 06:12:38,1742796758000
2027,Mon 06:13:08 AM,47.2666,15.3407,↖ 316°,491.0,565.0,"40,000",,FlightAware ADS-B (LKCS),Arrivals,SVA215,2025-03-24 13:04:30,"47.2666, 15.3407",2025-03-24,2025-03-24 06:13:08,1742796788000
2028,Mon 06:13:47 AM,47.3299,15.2464,← 315°,491.0,565.0,"39,975",,FlightAware ADS-B (BTS / LZIB),Arrivals,SVA215,2025-03-24 13:04:30,"47.3299, 15.2464",2025-03-24,2025-03-24 06:13:47,1742796827000
2029,Mon 06:14:17 AM,47.3774,15.1756,↖ 316°,492.0,566.0,"40,000",29,FlightAware ADS-B (GRZ / LOWG),Arrivals,SVA215,2025-03-24 13:04:30,"47.3774, 15.1756",2025-03-24,2025-03-24 06:14:17,1742796857000
2030,Mon 06:14:39 AM,47.4111,15.125,← 315°,496.0,571.0,"40,000",-24,FlightAware ADS-B (LKLT),Arrivals,SVA215,2025-03-24 13:04:30,"47.4111, 15.125",2025-03-24,2025-03-24 06:14:39,1742796879000
2031,Mon 06:15:19 AM,47.4773,15.0258,← 314°,497.0,572.0,"39,975",-21,FlightAware ADS-B (SOB / LHSM),Arrivals,SVA215,2025-03-24 13:04:30,"47.4773, 15.0258",2025-03-24,2025-03-24 06:15:19,1742796919000
2032,Mon 06:15:49 AM,47.5254,14.953,← 314°,494.0,568.0,"39,975",,FlightAware ADS-B (LOXT),Arrivals,SVA215,2025-03-24 13:04:30,"47.5254, 14.953",2025-03-24,2025-03-24 06:15:49,1742796949000
2033,Mon 06:16:19 AM,47.5732,14.8807,← 314°,490.0,564.0,"39,975",25,FlightAware ADS-B (LKHD),Arrivals,SVA215,2025-03-24 13:04:30,"47.5732, 14.8807",2025-03-24,2025-03-24 06:16:19,1742796979000
2034,Mon 06:16:49 AM,47.6197,14.8102,← 314°,489.0,563.0,"40,000",25,FlightAware ADS-B (EDPD),Arrivals,SVA215,2025-03-24 13:04:30,"47.6197, 14.8102",2025-03-24,2025-03-24 06:16:49,1742797009000
2035,Mon 06:17:19 AM,47.6667,14.7386,← 314°,489.0,563.0,"40,000",,FlightAware ADS-B (LOIJ),Arrivals,SVA215,2025-03-24 13:04:30,"47.6667, 14.7386",2025-03-24,2025-03-24 06:17:19,1742797039000
2036,Mon 06:17:49 AM,47.715,14.6648,← 314°,489.0,563.0,"40,000",-25,FlightAware ADS-B (VIE / LOWW),Arrivals,SVA215,2025-03-24 13:04:30,"47.715, 14.6648",2025-03-24,2025-03-24 06:17:49,1742797069000
2037,Mon 06:18:19 AM,47.7596,14.5966,← 314°,489.0,563.0,"39,975",,FlightAware ADS-B (PRG / LKPR),Arrivals,SVA215,2025-03-24 13:04:30,"47.7596, 14.5966",2025-03-24,2025-03-24 06:18:19,1742797099000
2038,Mon 06:18:49 AM,47.8078,14.5225,← 314°,488.0,562.0,"40,000",25,FlightAware ADS-B (LOLK),Arrivals,SVA215,2025-03-24 13:04:30,"47.8078, 14.5225",2025-03-24,2025-03-24 06:18:49,1742797129000
2039,Mon 06:19:19 AM,47.8528,14.4535,← 315°,487.0,560.0,"40,000",,FlightAware ADS-B (LKJI),Arrivals,SVA215,2025-03-24 13:04:30,"47.8528, 14.4535",2025-03-24,2025-03-24 06:19:19,1742797159000
2040,Mon 06:19:49 AM,47.9009,14.3792,← 314°,486.0,559.0,"40,000",,FlightAware ADS-B (LKPL),Arrivals,SVA215,2025-03-24 13:04:30,"47.9009, 14.3792",2025-03-24,2025-03-24 06:19:49,1742797189000
2041,Mon 06:20:19 AM,47.9494,14.304,← 315°,486.0,559.0,"40,000",,FlightAware ADS-B (VIE / LOWW),Arrivals,SVA215,2025-03-24 13:04:30,"47.9494, 14.304",2025-03-24,2025-03-24 06:20:19,1742797219000
2042,Mon 06:20:51 AM,47.9979,14.2289,← 315°,490.0,564.0,"40,000",-24,FlightAware ADS-B (LKCS),Arrivals,SVA215,2025-03-24 13:04:30,"47.9979, 14.2289",2025-03-24,2025-03-24 06:20:51,1742797251000
2043,Mon 06:21:22 AM,48.0475,14.1515,← 314°,491.0,565.0,"39,975",,FlightAware ADS-B (LKSO),Arrivals,SVA215,2025-03-24 13:04:30,"48.0475, 14.1515",2025-03-24,2025-03-24 06:21:22,1742797282000
2044,Mon 06:21:52 AM,48.0929,14.0805,← 314°,489.0,563.0,"40,000",25,FlightAware ADS-B (EDNK),Arrivals,SVA215,2025-03-24 13:04:30,"48.0929, 14.0805",2025-03-24,2025-03-24 06:21:52,1742797312000
2045,Mon 06:22:22 AM,48.1409,14.0052,← 314°,490.0,564.0,"40,000",,FlightAware ADS-B (LKTC),Arrivals,SVA215,2025-03-24 13:04:30,"48.1409, 14.0052",2025-03-24,2025-03-24 06:22:22,1742797342000
2046,Mon 06:22:52 AM,48.1879,13.9314,← 314°,490.0,564.0,"40,000",-25,FlightAware ADS-B (EDNK),Arrivals,SVA215,2025-03-24 13:04:30,"48.1879, 13.9314",2025-03-24,2025-03-24 06:22:52,1742797372000
2047,Mon 06:23:22 AM,48.2311,13.8633,← 314°,491.0,565.0,"39,975",,FlightAware ADS-B (VIE / LOWW),Arrivals,SVA215,2025-03-24 13:04:30,"48.2311, 13.8633",2025-03-24,2025-03-24 06:23:22,1742797402000
2048,Mon 06:23:52 AM,48.2808,13.7846,← 313°,494.0,568.0,"40,000",,FlightAware ADS-B (ETSE),Arrivals,SVA215,2025-03-24 13:04:30,"48.2808, 13.7846",2025-03-24,2025-03-24 06:23:52,1742797432000
2049,Mon 06:24:22 AM,48.3288,13.7086,← 314°,494.0,568.0,"39,975",-21,FlightAware ADS-B (EDMV),Arrivals,SVA215,2025-03-24 13:04:30,"48.3288, 13.7086",2025-03-24,2025-03-24 06:24:22,1742797462000
2050,Mon 06:25:02 AM,48.3907,13.6102,← 313°,493.0,567.0,"39,975",,FlightAware ADS-B (LKSR),Arrivals,SVA215,2025-03-24 13:04:30,"48.3907, 13.6102",2025-03-24,2025-03-24 06:25:02,1742797502000
2051,Mon 06:25:32 AM,48.4372,13.5361,← 313°,492.0,566.0,"39,975",,FlightAware ADS-B (LKHK),Arrivals,SVA215,2025-03-24 13:04:30,"48.4372, 13.5361",2025-03-24,2025-03-24 06:25:32,1742797532000
2052,Mon 06:26:02 AM,48.4844,13.4606,← 313°,489.0,563.0,"39,975",,FlightAware ADS-B (EDPD),Arrivals,SVA215,2025-03-24 13:04:30,"48.4844, 13.4606",2025-03-24,2025-03-24 06:26:02,1742797562000
2053,Mon 06:26:32 AM,48.5307,13.3862,← 314°,488.0,562.0,"39,975",,FlightAware ADS-B (LKCS),Arrivals,SVA215,2025-03-24 13:04:30,"48.5307, 13.3862",2025-03-24,2025-03-24 06:26:32,1742797592000
2054,Mon 06:27:02 AM,48.5762,13.3129,← 313°,489.0,563.0,"39,975",31,FlightAware ADS-B (LKCS),Arrivals,SVA215,2025-03-24 13:04:30,"48.5762, 13.3129",2025-03-24,2025-03-24 06:27:02,1742797622000
2055,Mon 06:27:21 AM,48.6077,13.2621,← 313°,490.0,564.0,"40,000",,FlightAware ADS-B (LKKB),Arrivals,SVA215,2025-03-24 13:04:30,"48.6077, 13.2621",2025-03-24,2025-03-24 06:27:21,1742797641000
2056,Mon 06:27:51 AM,48.6454,13.2009,← 313°,490.0,564.0,"39,975",-28,FlightAware ADS-B (EDMG),Arrivals,SVA215,2025-03-24 13:04:30,"48.6454, 13.2009",2025-03-24,2025-03-24 06:27:51,1742797671000
2057,Mon 06:28:15 AM,48.6882,13.1317,← 313°,489.0,563.0,"39,975",,FlightAware ADS-B (MUC / EDDM),Arrivals,SVA215,2025-03-24 13:04:30,"48.6882, 13.1317",2025-03-24,2025-03-24 06:28:15,1742797695000
2058,Mon 06:28:45 AM,48.7352,13.0552,← 313°,489.0,563.0,"39,975",25,FlightAware ADS-B (LKCM),Arrivals,SVA215,2025-03-24 13:04:30,"48.7352, 13.0552",2025-03-24,2025-03-24 06:28:45,1742797725000
2059,Mon 06:29:15 AM,48.7814,12.9799,← 313°,490.0,564.0,"40,000",25,FlightAware ADS-B (EDQK),Arrivals,SVA215,2025-03-24 13:04:30,"48.7814, 12.9799",2025-03-24,2025-03-24 06:29:15,1742797755000
2060,Mon 06:29:45 AM,48.8275,12.9045,← 313°,489.0,563.0,"40,000",,FlightAware ADS-B (LKPL),Arrivals,SVA215,2025-03-24 13:04:30,"48.8275, 12.9045",2025-03-24,2025-03-24 06:29:45,1742797785000
2061,Mon 06:30:15 AM,48.8719,12.8316,← 313°,488.0,562.0,"40,000",-25,FlightAware ADS-B (AGB / EDMA),Arrivals,SVA215,2025-03-24 13:04:30,"48.8719, 12.8316",2025-03-24,2025-03-24 06:30:15,1742797815000
2062,Mon 06:30:45 AM,48.9193,12.7537,← 313°,489.0,563.0,"39,975",-25,FlightAware ADS-B (KLV / LKKV),Arrivals,SVA215,2025-03-24 13:04:30,"48.9193, 12.7537",2025-03-24,2025-03-24 06:30:45,1742797845000
2063,Mon 06:31:15 AM,48.965,12.6782,← 313°,491.0,565.0,"39,975",25,FlightAware ADS-B (MUC / EDDM),Arrivals,SVA215,2025-03-24 13:04:30,"48.965, 12.6782",2025-03-24,2025-03-24 06:31:15,1742797875000
2064,Mon 06:31:45 AM,49.0118,12.6008,← 313°,491.0,565.0,"40,000",25,FlightAware ADS-B (DRS / EDDC),Arrivals,SVA215,2025-03-24 13:04:30,"49.0118, 12.6008",2025-03-24,2025-03-24 06:31:45,1742797905000
2065,Mon 06:32:15 AM,49.0585,12.5233,← 313°,490.0,564.0,"40,000",,FlightAware ADS-B (BWE / EDVE),Arrivals,SVA215,2025-03-24 13:04:30,"49.0585, 12.5233",2025-03-24,2025-03-24 06:32:15,1742797935000
2066,Mon 06:32:45 AM,49.1036,12.4483,← 312°,491.0,565.0,"40,000",-25,FlightAware ADS-B (LKMR),Arrivals,SVA215,2025-03-24 13:04:30,"49.1036, 12.4483",2025-03-24,2025-03-24 06:32:45,1742797965000
2067,Mon 06:33:15 AM,49.1475,12.375,← 312°,488.0,562.0,"39,975",,FlightAware ADS-B (MUC / EDDM),Arrivals,SVA215,2025-03-24 13:04:30,"49.1475, 12.375",2025-03-24,2025-03-24 06:33:15,1742797995000
2068,Mon 06:33:45 AM,49.194,12.297,← 312°,488.0,562.0,"40,000",,FlightAware ADS-B (LKSA),Arrivals,SVA215,2025-03-24 13:04:30,"49.194, 12.297",2025-03-24,2025-03-24 06:33:45,1742798025000
2069,Mon 06:34:15 AM,49.2393,12.2209,← 312°,486.0,559.0,"39,975",-25,FlightAware ADS-B (LOLK),Arrivals,SVA215,2025-03-24 13:04:30,"49.2393, 12.2209",2025-03-24,2025-03-24 06:34:15,1742798055000
2070,Mon 06:34:45 AM,49.2841,12.1456,← 312°,485.0,558.0,"39,975",25,FlightAware ADS-B (LKPN),Arrivals,SVA215,2025-03-24 13:04:30,"49.2841, 12.1456",2025-03-24,2025-03-24 06:34:45,1742798085000
2071,Mon 06:35:15 AM,49.3289,12.0699,← 312°,489.0,563.0,"40,000",25,FlightAware ADS-B (LKLT),Arrivals,SVA215,2025-03-24 13:04:30,"49.3289, 12.0699",2025-03-24,2025-03-24 06:35:15,1742798115000
2072,Mon 06:35:45 AM,49.3745,11.9926,← 312°,491.0,565.0,"40,000",,FlightAware ADS-B (ERF / EDDE),Arrivals,SVA215,2025-03-24 13:04:30,"49.3745, 11.9926",2025-03-24,2025-03-24 06:35:45,1742798145000
2073,Mon 06:36:15 AM,49.4207,11.9142,← 312°,491.0,565.0,"40,000",,FlightAware ADS-B (NUE / EDDN),Arrivals,SVA215,2025-03-24 13:04:30,"49.4207, 11.9142",2025-03-24,2025-03-24 06:36:15,1742798175000
2074,Mon 06:36:45 AM,49.467,11.835,← 312°,490.0,564.0,"40,000",,FlightAware ADS-B (EDQW),Arrivals,SVA215,2025-03-24 13:04:30,"49.467, 11.835",2025-03-24,2025-03-24 06:36:45,1742798205000
