,Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime,path,date_str,datetime,timestamp
3771,Mon 05:30:01 AM,39.5326,-0.5789,↖ 328°,246.0,283.0,"2,675","1,833",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.5326, -0.5789",2025-03-24,2025-03-24 05:30:01,1742794201000
3772,Mon 05:30:20 AM,39.5541,-0.5834,↑ 7°,248.0,285.0,"3,500","3,115",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.5541, -0.5834",2025-03-24,2025-03-24 05:30:20,1742794220000
3773,Mon 05:30:40 AM,39.574,-0.5727,↗ 31°,235.0,270.0,"4,700","3,474",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.574, -0.5727",2025-03-24,2025-03-24 05:30:40,1742794240000
3774,Mon 05:30:58 AM,39.5896,-0.5595,↗ 33°,225.0,259.0,"5,700","2,302",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.5896, -0.5595",2025-03-24,2025-03-24 05:30:58,1742794258000
3775,Mon 05:31:23 AM,39.6119,-0.5368,↗ 42°,252.0,290.0,"6,350","1,537",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.6119, -0.5368",2025-03-24,2025-03-24 05:31:23,1742794283000
3776,Mon 05:31:39 AM,39.6255,-0.5208,↗ 43°,266.0,306.0,"6,750","1,924",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.6255, -0.5208",2025-03-24,2025-03-24 05:31:39,1742794299000
3777,Mon 05:32:09 AM,39.6546,-0.4882,↗ 39°,281.0,323.0,"7,825","2,375",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.6546, -0.4882",2025-03-24,2025-03-24 05:32:09,1742794329000
3778,Mon 05:32:39 AM,39.6854,-0.4558,↗ 39°,286.0,329.0,"9,125","2,800",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.6854, -0.4558",2025-03-24,2025-03-24 05:32:39,1742794359000
3779,Mon 05:33:24 AM,39.7317,-0.4062,↗ 40°,289.0,333.0,"11,325","3,020",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.7317, -0.4062",2025-03-24,2025-03-24 05:33:24,1742794404000
3780,Mon 05:33:54 AM,39.7627,-0.3723,↗ 40°,287.0,330.0,"12,900","2,950",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.7627, -0.3723",2025-03-24,2025-03-24 05:33:54,1742794434000
3781,Mon 05:34:24 AM,39.7931,-0.3392,↗ 40°,292.0,336.0,"14,275","2,800",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.7931, -0.3392",2025-03-24,2025-03-24 05:34:24,1742794464000
3782,Mon 05:34:54 AM,39.8249,-0.3044,↗ 40°,299.0,344.0,"15,700","2,250",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.8249, -0.3044",2025-03-24,2025-03-24 05:34:54,1742794494000
3783,Mon 05:35:24 AM,39.8576,-0.2686,↗ 40°,324.0,373.0,"16,525","1,875",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.8576, -0.2686",2025-03-24,2025-03-24 05:35:24,1742794524000
3784,Mon 05:35:54 AM,39.8931,-0.2297,↗ 40°,336.0,387.0,"17,575","2,225",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.8931, -0.2297",2025-03-24,2025-03-24 05:35:54,1742794554000
3785,Mon 05:36:24 AM,39.9266,-0.1929,↗ 40°,341.0,392.0,"18,750","2,410",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.9266, -0.1929",2025-03-24,2025-03-24 05:36:24,1742794584000
3786,Mon 05:36:55 AM,39.9663,-0.1493,↗ 40°,347.0,399.0,"20,025","2,395",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"39.9663, -0.1493",2025-03-24,2025-03-24 05:36:55,1742794615000
3787,Mon 05:37:26 AM,40.005,-0.1069,↗ 40°,353.0,406.0,"21,225","2,238",FlightAware ADS-B (LECV),Arrivals,TFL9524,2025-03-24 13:04:30,"40.005, -0.1069",2025-03-24,2025-03-24 05:37:26,1742794646000
3788,Mon 05:37:56 AM,40.0414,-0.067,↗ 40°,359.0,413.0,"22,300","2,150",FlightAware ADS-B (LELL),Arrivals,TFL9524,2025-03-24 13:04:30,"40.0414, -0.067",2025-03-24,2025-03-24 05:37:56,1742794676000
3789,Mon 05:38:26 AM,40.0793,-0.0251,↗ 40°,365.0,420.0,"23,375","2,225",FlightAware ADS-B (LELL),Arrivals,TFL9524,2025-03-24 13:04:30,"40.0793, -0.0251",2025-03-24,2025-03-24 05:38:26,1742794706000
3790,Mon 05:38:56 AM,40.1197,0.0195,↗ 41°,370.0,426.0,"24,525","2,200",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"40.1197, 0.0195",2025-03-24,2025-03-24 05:38:56,1742794736000
3791,Mon 05:39:26 AM,40.1581,0.0621,↗ 40°,374.0,430.0,"25,575","2,090",FlightAware ADS-B (PMI / LEPA),Arrivals,TFL9524,2025-03-24 13:04:30,"40.1581, 0.0621",2025-03-24,2025-03-24 05:39:26,1742794766000
3792,Mon 05:39:57 AM,40.1996,0.1082,↗ 40°,378.0,435.0,"26,650","2,063",FlightAware ADS-B (LECV),Arrivals,TFL9524,2025-03-24 13:04:30,"40.1996, 0.1082",2025-03-24,2025-03-24 05:39:57,1742794797000
3793,Mon 05:40:14 AM,40.2241,0.132,↗ 33°,377.0,434.0,"27,225","1,958",FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"40.2241, 0.132",2025-03-24,2025-03-24 05:40:14,1742794814000
3794,Mon 05:40:33 AM,40.2541,0.1512,↗ 22°,377.0,434.0,"27,825","1,684",FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"40.2541, 0.1512",2025-03-24,2025-03-24 05:40:33,1742794833000
3795,Mon 05:41:11 AM,40.3155,0.1747,↑ 16°,382.0,440.0,"28,825","1,434",FlightAware ADS-B (MAD / LEMD),Arrivals,TFL9524,2025-03-24 13:04:30,"40.3155, 0.1747",2025-03-24,2025-03-24 05:41:11,1742794871000
3796,Mon 05:41:41 AM,40.3672,0.1938,↑ 16°,391.0,450.0,"29,450","1,225",FlightAware ADS-B (LELL),Arrivals,TFL9524,2025-03-24 13:04:30,"40.3672, 0.1938",2025-03-24,2025-03-24 05:41:41,1742794901000
3797,Mon 05:42:11 AM,40.4191,0.2133,↑ 16°,400.0,460.0,"30,050","1,175",FlightAware ADS-B (LELL),Arrivals,TFL9524,2025-03-24 13:04:30,"40.4191, 0.2133",2025-03-24,2025-03-24 05:42:11,1742794931000
3798,Mon 05:42:41 AM,40.4745,0.2343,↑ 16°,410.0,472.0,"30,625","1,100",FlightAware ADS-B (LELL),Arrivals,TFL9524,2025-03-24 13:04:30,"40.4745, 0.2343",2025-03-24,2025-03-24 05:42:41,1742794961000
3799,Mon 05:43:11 AM,40.5286,0.2549,↑ 16°,418.0,481.0,"31,150","1,026",FlightAware ADS-B (BCN / LEBL),Arrivals,TFL9524,2025-03-24 13:04:30,"40.5286, 0.2549",2025-03-24,2025-03-24 05:43:11,1742794991000
3800,Mon 05:43:38 AM,40.5774,0.2799,↗ 26°,426.0,490.0,"31,600","1,131",FlightAware ADS-B (REU / LERS),Arrivals,TFL9524,2025-03-24 13:04:30,"40.5774, 0.2799",2025-03-24,2025-03-24 05:43:38,1742795018000
3801,Mon 05:44:12 AM,40.6382,0.3218,↗ 28°,432.0,497.0,"32,300","1,078",FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"40.6382, 0.3218",2025-03-24,2025-03-24 05:44:12,1742795052000
3802,Mon 05:44:42 AM,40.6919,0.3573,↗ 24°,440.0,506.0,"32,750",850,FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"40.6919, 0.3573",2025-03-24,2025-03-24 05:44:42,1742795082000
3803,Mon 05:45:12 AM,40.7485,0.3903,↗ 24°,448.0,516.0,"33,150",875,FlightAware ADS-B (BCN / LEBL),Arrivals,TFL9524,2025-03-24 13:04:30,"40.7485, 0.3903",2025-03-24,2025-03-24 05:45:12,1742795112000
3804,Mon 05:45:42 AM,40.8053,0.4232,↗ 24°,454.0,522.0,"33,625","1,107",FlightAware ADS-B (MAD / LEMD),Arrivals,TFL9524,2025-03-24 13:04:30,"40.8053, 0.4232",2025-03-24,2025-03-24 05:45:42,1742795142000
3805,Mon 05:46:13 AM,40.8673,0.4595,↗ 24°,456.0,525.0,"34,275","1,381",FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"40.8673, 0.4595",2025-03-24,2025-03-24 05:46:13,1742795173000
3806,Mon 05:46:45 AM,40.926,0.4943,↗ 24°,452.0,520.0,"35,075","1,643",FlightAware ADS-B (BCN / LEBL),Arrivals,TFL9524,2025-03-24 13:04:30,"40.926, 0.4943",2025-03-24,2025-03-24 05:46:45,1742795205000
3807,Mon 05:47:16 AM,40.9853,0.5295,↗ 24°,444.0,511.0,"36,000","1,549",FlightAware ADS-B (BCN / LEBL),Arrivals,TFL9524,2025-03-24 13:04:30,"40.9853, 0.5295",2025-03-24,2025-03-24 05:47:16,1742795236000
3808,Mon 05:47:46 AM,41.0404,0.5622,↗ 24°,441.0,507.0,"36,650","1,000",FlightAware ADS-B (BCN / LEBL),Arrivals,TFL9524,2025-03-24 13:04:30,"41.0404, 0.5622",2025-03-24,2025-03-24 05:47:46,1742795266000
3809,Mon 05:48:16 AM,41.0978,0.5964,↗ 24°,445.0,512.0,"37,000",500,FlightAware ADS-B (REU / LERS),Arrivals,TFL9524,2025-03-24 13:04:30,"41.0978, 0.5964",2025-03-24,2025-03-24 05:48:16,1742795296000
3810,Mon 05:48:46 AM,41.1554,0.6308,↗ 24°,454.0,522.0,"37,150",400,FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"41.1554, 0.6308",2025-03-24,2025-03-24 05:48:46,1742795326000
3811,Mon 05:49:16 AM,41.2118,0.6644,↗ 24°,460.0,529.0,"37,400",550,FlightAware ADS-B (LELL),Arrivals,TFL9524,2025-03-24 13:04:30,"41.2118, 0.6644",2025-03-24,2025-03-24 05:49:16,1742795356000
3812,Mon 05:49:46 AM,41.272,0.7003,↗ 24°,464.0,534.0,"37,700",825,FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"41.272, 0.7003",2025-03-24,2025-03-24 05:49:46,1742795386000
3813,Mon 05:50:16 AM,41.3312,0.7359,↗ 24°,461.0,531.0,"38,225",959,FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"41.3312, 0.7359",2025-03-24,2025-03-24 05:50:16,1742795416000
3814,Mon 05:50:47 AM,41.3898,0.7711,↗ 24°,459.0,528.0,"38,675",823,FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"41.3898, 0.7711",2025-03-24,2025-03-24 05:50:47,1742795447000
3815,Mon 05:51:18 AM,41.4489,0.8066,↗ 24°,459.0,528.0,"39,075",738,FlightAware ADS-B (BCN / LEBL),Arrivals,TFL9524,2025-03-24 13:04:30,"41.4489, 0.8066",2025-03-24,2025-03-24 05:51:18,1742795478000
3816,Mon 05:51:48 AM,41.5055,0.8408,↗ 24°,458.0,527.0,"39,425",650,FlightAware ADS-B (LELL),Arrivals,TFL9524,2025-03-24 13:04:30,"41.5055, 0.8408",2025-03-24,2025-03-24 05:51:48,1742795508000
3817,Mon 05:52:18 AM,41.5639,0.876,↗ 24°,458.0,527.0,"39,725",500,FlightAware ADS-B (LELL),Arrivals,TFL9524,2025-03-24 13:04:30,"41.5639, 0.876",2025-03-24,2025-03-24 05:52:18,1742795538000
3818,Mon 05:52:48 AM,41.6208,0.9105,↗ 25°,460.0,529.0,"39,925",246,FlightAware ADS-B (LEAP),Arrivals,TFL9524,2025-03-24 13:04:30,"41.6208, 0.9105",2025-03-24,2025-03-24 05:52:48,1742795568000
3819,Mon 05:53:25 AM,41.6932,0.9547,↗ 25°,460.0,529.0,"40,000",67,FlightAware ADS-B (TLS / LFBO),Arrivals,TFL9524,2025-03-24 13:04:30,"41.6932, 0.9547",2025-03-24,2025-03-24 05:53:25,1742795605000
3820,Mon 05:53:55 AM,41.7531,0.9909,↗ 24°,459.0,528.0,"40,000",,FlightAware ADS-B (BCN / LEBL),Arrivals,TFL9524,2025-03-24 13:04:30,"41.7531, 0.9909",2025-03-24,2025-03-24 05:53:55,1742795635000
3821,Mon 05:54:25 AM,41.8104,1.0257,↗ 25°,458.0,527.0,"40,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,TFL9524,2025-03-24 13:04:30,"41.8104, 1.0257",2025-03-24,2025-03-24 05:54:25,1742795665000
3822,Mon 05:55:00 AM,41.8762,1.0659,↗ 25°,457.0,526.0,"40,000",,FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"41.8762, 1.0659",2025-03-24,2025-03-24 05:55:00,1742795700000
3823,Mon 05:55:30 AM,41.9369,1.103,↗ 25°,458.0,527.0,"40,000",,FlightAware ADS-B (LFCL),Arrivals,TFL9524,2025-03-24 13:04:30,"41.9369, 1.103",2025-03-24,2025-03-24 05:55:30,1742795730000
3824,Mon 05:56:00 AM,41.9932,1.1375,↗ 25°,457.0,526.0,"40,000",,FlightAware ADS-B (VLC / LEVC),Arrivals,TFL9524,2025-03-24 13:04:30,"41.9932, 1.1375",2025-03-24,2025-03-24 05:56:00,1742795760000
3825,Mon 05:56:20 AM,42.0333,1.1616,↗ 22°,455.0,524.0,"40,000",,FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"42.0333, 1.1616",2025-03-24,2025-03-24 05:56:20,1742795780000
3826,Mon 05:56:37 AM,42.0643,1.1734,↑ 12°,452.0,520.0,"40,000",,FlightAware ADS-B (LFNQ),Arrivals,TFL9524,2025-03-24 13:04:30,"42.0643, 1.1734",2025-03-24,2025-03-24 05:56:37,1742795797000
3827,Mon 05:56:56 AM,42.1039,1.1782,↑ 1°,449.0,517.0,"40,000",,FlightAware ADS-B (LEPB),Arrivals,TFL9524,2025-03-24 13:04:30,"42.1039, 1.1782",2025-03-24,2025-03-24 05:56:56,1742795816000
3828,Mon 05:57:39 AM,42.1961,1.1697,↑ 356°,450.0,518.0,"40,000",,FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"42.1961, 1.1697",2025-03-24,2025-03-24 05:57:39,1742795859000
3829,Mon 05:58:10 AM,42.2603,1.1634,↑ 356°,451.0,519.0,"40,000",,FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"42.2603, 1.1634",2025-03-24,2025-03-24 05:58:10,1742795890000
3830,Mon 05:58:40 AM,42.3231,1.1577,↑ 356°,451.0,519.0,"40,000",,FlightAware ADS-B (ZAZ / LEZG),Arrivals,TFL9524,2025-03-24 13:04:30,"42.3231, 1.1577",2025-03-24,2025-03-24 05:58:40,1742795920000
3831,Mon 05:59:10 AM,42.3823,1.1526,↑ 356°,451.0,519.0,"40,000",,FlightAware ADS-B (BIQ / LFBZ),Arrivals,TFL9524,2025-03-24 13:04:30,"42.3823, 1.1526",2025-03-24,2025-03-24 05:59:10,1742795950000
3832,Mon 05:59:41 AM,42.4466,1.1469,↑ 356°,451.0,519.0,"40,000",,FlightAware ADS-B (BCN / LEBL),Arrivals,TFL9524,2025-03-24 13:04:30,"42.4466, 1.1469",2025-03-24,2025-03-24 05:59:41,1742795981000
3833,Mon 06:00:11 AM,42.509,1.1415,↑ 356°,451.0,519.0,"40,000",,FlightAware ADS-B (ILD / LEDA),Arrivals,TFL9524,2025-03-24 13:04:30,"42.509, 1.1415",2025-03-24,2025-03-24 06:00:11,1742796011000
3834,Mon 06:00:41 AM,42.5708,1.1357,↑ 356°,451.0,519.0,"40,000",,FlightAware ADS-B (LFBR),Arrivals,TFL9524,2025-03-24 13:04:30,"42.5708, 1.1357",2025-03-24,2025-03-24 06:00:41,1742796041000
3835,Mon 06:01:11 AM,42.634,1.1299,↑ 356°,452.0,520.0,"40,000",,FlightAware ADS-B (LELL),Arrivals,TFL9524,2025-03-24 13:04:30,"42.634, 1.1299",2025-03-24,2025-03-24 06:01:11,1742796071000
3836,Mon 06:01:42 AM,42.6994,1.1238,↑ 356°,451.0,519.0,"40,000",,FlightAware ADS-B (LFBR),Arrivals,TFL9524,2025-03-24 13:04:30,"42.6994, 1.1238",2025-03-24,2025-03-24 06:01:42,1742796102000
3837,Mon 06:02:12 AM,42.7625,1.1179,↑ 356°,451.0,519.0,"40,000",,FlightAware ADS-B (LFBR),Arrivals,TFL9524,2025-03-24 13:04:30,"42.7625, 1.1179",2025-03-24,2025-03-24 06:02:12,1742796132000
3838,Mon 06:02:42 AM,42.8228,1.1122,↑ 356°,451.0,519.0,"40,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,TFL9524,2025-03-24 13:04:30,"42.8228, 1.1122",2025-03-24,2025-03-24 06:02:42,1742796162000
3839,Mon 06:03:12 AM,42.8856,1.1065,↑ 356°,452.0,520.0,"40,000",,FlightAware ADS-B (BZR / LFMU),Arrivals,TFL9524,2025-03-24 13:04:30,"42.8856, 1.1065",2025-03-24,2025-03-24 06:03:12,1742796192000
3840,Mon 06:03:42 AM,42.9485,1.1007,↑ 356°,452.0,520.0,"40,000",,FlightAware ADS-B (BCN / LEBL),Arrivals,TFL9524,2025-03-24 13:04:30,"42.9485, 1.1007",2025-03-24,2025-03-24 06:03:42,1742796222000
3841,Mon 06:04:12 AM,43.0106,1.0949,↑ 356°,452.0,520.0,"40,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,TFL9524,2025-03-24 13:04:30,"43.0106, 1.0949",2025-03-24,2025-03-24 06:04:12,1742796252000
3842,Mon 06:04:42 AM,43.0732,1.0891,↑ 356°,452.0,520.0,"40,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,TFL9524,2025-03-24 13:04:30,"43.0732, 1.0891",2025-03-24,2025-03-24 06:04:42,1742796282000
3843,Mon 06:05:12 AM,43.1379,1.0829,↑ 356°,451.0,519.0,"40,000",,FlightAware ADS-B (LFCL),Arrivals,TFL9524,2025-03-24 13:04:30,"43.1379, 1.0829",2025-03-24,2025-03-24 06:05:12,1742796312000
3844,Mon 06:05:42 AM,43.1978,1.0773,↑ 356°,450.0,518.0,"40,000",,FlightAware ADS-B (LFIT),Arrivals,TFL9524,2025-03-24 13:04:30,"43.1978, 1.0773",2025-03-24,2025-03-24 06:05:42,1742796342000
3845,Mon 06:06:12 AM,43.2608,1.0714,↑ 356°,450.0,518.0,"40,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,TFL9524,2025-03-24 13:04:30,"43.2608, 1.0714",2025-03-24,2025-03-24 06:06:12,1742796372000
3846,Mon 06:06:42 AM,43.3231,1.0655,↑ 356°,450.0,518.0,"40,000",,FlightAware ADS-B (LFCH),Arrivals,TFL9524,2025-03-24 13:04:30,"43.3231, 1.0655",2025-03-24,2025-03-24 06:06:42,1742796402000
3847,Mon 06:07:12 AM,43.3852,1.0598,↑ 356°,450.0,518.0,"40,000",,FlightAware ADS-B (LFCN),Arrivals,TFL9524,2025-03-24 13:04:30,"43.3852, 1.0598",2025-03-24,2025-03-24 06:07:12,1742796432000
3848,Mon 06:07:42 AM,43.4474,1.054,↑ 356°,450.0,518.0,"40,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,TFL9524,2025-03-24 13:04:30,"43.4474, 1.054",2025-03-24,2025-03-24 06:07:42,1742796462000
3849,Mon 06:08:12 AM,43.5094,1.0479,↑ 356°,450.0,518.0,"40,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,TFL9524,2025-03-24 13:04:30,"43.5094, 1.0479",2025-03-24,2025-03-24 06:08:12,1742796492000
3850,Mon 06:08:42 AM,43.571,1.0422,↑ 356°,449.0,517.0,"40,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,TFL9524,2025-03-24 13:04:30,"43.571, 1.0422",2025-03-24,2025-03-24 06:08:42,1742796522000
3851,Mon 06:09:12 AM,43.6331,1.0363,↑ 356°,449.0,517.0,"40,000",,FlightAware ADS-B (LFBF),Arrivals,TFL9524,2025-03-24 13:04:30,"43.6331, 1.0363",2025-03-24,2025-03-24 06:09:12,1742796552000
3852,Mon 06:09:42 AM,43.6963,1.0303,↑ 356°,449.0,517.0,"40,000",,FlightAware ADS-B (LFDM),Arrivals,TFL9524,2025-03-24 13:04:30,"43.6963, 1.0303",2025-03-24,2025-03-24 06:09:42,1742796582000
3853,Mon 06:10:12 AM,43.7594,1.0243,↑ 356°,450.0,518.0,"40,000",,FlightAware ADS-B (AGF / LFBA),Arrivals,TFL9524,2025-03-24 13:04:30,"43.7594, 1.0243",2025-03-24,2025-03-24 06:10:12,1742796612000
3854,Mon 06:10:42 AM,43.8224,1.0184,↑ 356°,451.0,519.0,"40,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,TFL9524,2025-03-24 13:04:30,"43.8224, 1.0184",2025-03-24,2025-03-24 06:10:42,1742796642000
3855,Mon 06:11:12 AM,43.8836,1.0125,↑ 356°,452.0,520.0,"40,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,TFL9524,2025-03-24 13:04:30,"43.8836, 1.0125",2025-03-24,2025-03-24 06:11:12,1742796672000
3856,Mon 06:11:42 AM,43.9463,1.0064,↑ 356°,453.0,521.0,"40,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,TFL9524,2025-03-24 13:04:30,"43.9463, 1.0064",2025-03-24,2025-03-24 06:11:42,1742796702000
3857,Mon 06:12:12 AM,44.0079,1.0004,↑ 356°,454.0,522.0,"40,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,TFL9524,2025-03-24 13:04:30,"44.0079, 1.0004",2025-03-24,2025-03-24 06:12:12,1742796732000
3858,Mon 06:12:42 AM,44.0723,0.9943,↑ 356°,455.0,524.0,"40,000",,FlightAware ADS-B (LFDS),Arrivals,TFL9524,2025-03-24 13:04:30,"44.0723, 0.9943",2025-03-24,2025-03-24 06:12:42,1742796762000
3859,Mon 06:13:12 AM,44.1362,0.9881,↑ 356°,455.0,524.0,"40,000",,FlightAware ADS-B (LFDS),Arrivals,TFL9524,2025-03-24 13:04:30,"44.1362, 0.9881",2025-03-24,2025-03-24 06:13:12,1742796792000
3860,Mon 06:13:42 AM,44.197,0.9822,↑ 356°,455.0,524.0,"40,000",,FlightAware ADS-B (LFMW),Arrivals,TFL9524,2025-03-24 13:04:30,"44.197, 0.9822",2025-03-24,2025-03-24 06:13:42,1742796822000
3861,Mon 06:14:12 AM,44.2599,0.9761,↑ 356°,455.0,524.0,"40,000",,FlightAware ADS-B (LFMW),Arrivals,TFL9524,2025-03-24 13:04:30,"44.2599, 0.9761",2025-03-24,2025-03-24 06:14:12,1742796852000
3862,Mon 06:14:43 AM,44.3253,0.9698,↑ 356°,455.0,524.0,"40,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,TFL9524,2025-03-24 13:04:30,"44.3253, 0.9698",2025-03-24,2025-03-24 06:14:43,1742796883000
3863,Mon 06:15:13 AM,44.3877,0.9638,↑ 356°,454.0,522.0,"40,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,TFL9524,2025-03-24 13:04:30,"44.3877, 0.9638",2025-03-24,2025-03-24 06:15:13,1742796913000
3864,Mon 06:15:43 AM,44.4513,0.9576,↑ 356°,453.0,521.0,"40,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,TFL9524,2025-03-24 13:04:30,"44.4513, 0.9576",2025-03-24,2025-03-24 06:15:43,1742796943000
3865,Mon 06:16:13 AM,44.5135,0.9515,↑ 356°,452.0,520.0,"40,000",,FlightAware ADS-B (TLS / LFBO),Arrivals,TFL9524,2025-03-24 13:04:30,"44.5135, 0.9515",2025-03-24,2025-03-24 06:16:13,1742796973000
3866,Mon 06:16:44 AM,44.5779,0.9452,↑ 356°,450.0,518.0,"40,000",,FlightAware ADS-B (LFCH),Arrivals,TFL9524,2025-03-24 13:04:30,"44.5779, 0.9452",2025-03-24,2025-03-24 06:16:44,1742797004000
3867,Mon 06:17:14 AM,44.6395,0.9391,↑ 356°,447.0,514.0,"40,000",,FlightAware ADS-B (LFCH),Arrivals,TFL9524,2025-03-24 13:04:30,"44.6395, 0.9391",2025-03-24,2025-03-24 06:17:14,1742797034000
3868,Mon 06:17:44 AM,44.7005,0.9329,↑ 356°,445.0,512.0,"40,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,TFL9524,2025-03-24 13:04:30,"44.7005, 0.9329",2025-03-24,2025-03-24 06:17:44,1742797064000
3869,Mon 06:18:14 AM,44.7614,0.9268,↑ 356°,444.0,511.0,"40,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,TFL9524,2025-03-24 13:04:30,"44.7614, 0.9268",2025-03-24,2025-03-24 06:18:14,1742797094000
3870,Mon 06:18:44 AM,44.8238,0.9206,↑ 356°,444.0,511.0,"40,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,TFL9524,2025-03-24 13:04:30,"44.8238, 0.9206",2025-03-24,2025-03-24 06:18:44,1742797124000
3871,Mon 06:19:14 AM,44.8863,0.9145,↑ 356°,443.0,510.0,"40,000",,FlightAware ADS-B (LFCH),Arrivals,TFL9524,2025-03-24 13:04:30,"44.8863, 0.9145",2025-03-24,2025-03-24 06:19:14,1742797154000
3872,Mon 06:19:44 AM,44.9481,0.9084,↑ 356°,442.0,509.0,"40,000",,FlightAware ADS-B (LFCH),Arrivals,TFL9524,2025-03-24 13:04:30,"44.9481, 0.9084",2025-03-24,2025-03-24 06:19:44,1742797184000
3873,Mon 06:20:15 AM,45.009,0.9025,↑ 356°,442.0,509.0,"40,000",,FlightAware ADS-B (LBI / LFCI),Arrivals,TFL9524,2025-03-24 13:04:30,"45.009, 0.9025",2025-03-24,2025-03-24 06:20:15,1742797215000
3874,Mon 06:20:45 AM,45.0718,0.8964,↑ 356°,441.0,507.0,"40,000",,FlightAware ADS-B (VHY / LFLV),Arrivals,TFL9524,2025-03-24 13:04:30,"45.0718, 0.8964",2025-03-24,2025-03-24 06:20:45,1742797245000
3875,Mon 06:21:15 AM,45.1333,0.8901,↑ 356°,440.0,506.0,"40,000",,FlightAware ADS-B (VHY / LFLV),Arrivals,TFL9524,2025-03-24 13:04:30,"45.1333, 0.8901",2025-03-24,2025-03-24 06:21:15,1742797275000
3876,Mon 06:21:45 AM,45.1948,0.8839,↑ 356°,440.0,506.0,"40,000",,FlightAware ADS-B (VHY / LFLV),Arrivals,TFL9524,2025-03-24 13:04:30,"45.1948, 0.8839",2025-03-24,2025-03-24 06:21:45,1742797305000
3877,Mon 06:22:15 AM,45.2558,0.8775,↑ 356°,440.0,506.0,"40,000",,FlightAware ADS-B (VHY / LFLV),Arrivals,TFL9524,2025-03-24 13:04:30,"45.2558, 0.8775",2025-03-24,2025-03-24 06:22:15,1742797335000
